,연도,분기,버스정류장,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수
491,2020,4,23224,4299,32103,33055,42874,63277,40520
492,2020,1,23225,2450,14498,16150,21537,29031,13498
493,2020,2,23225,2591,13619,14001,20801,27128,13241
494,2020,3,23225,2491,14816,15876,22576,28067,13265
495,2020,4,23225,2215,14009,14817,22195,25316,11455
496,2020,1,23226,4149,35450,27991,33016,50797,26528
497,2020,2,23226,4093,32664,22307,30649,48911,27101
498,2020,3,23226,3897,33520,25059,33049,50181,26059
499,2020,4,23226,3352,30831,22558,30662,44814,23735
500,2020,1,23227,1884,14265,12910,14824,22525,10052
501,2020,2,23227,2009,14034,10123,12859,19469,10712
502,2020,3,23227,1674,15125,11796,14285,20399,10415
503,2020,4,23227,1415,14028,10166,12989,18592,8988
504,2020,1,23228,2751,12276,10292,12498,15493,7081
505,2020,2,23228,4373,11506,9524,12746,15175,6793
506,2020,3,23228,3922,12277,10237,13228,15490,6893
507,2020,4,23228,2531,10948,8403,11497,12355,4696
508,2020,1,23229,1745,12669,12768,17425,21402,8913
509,2020,2,23229,1808,9871,10553,15827,19903,8725
510,2020,3,23229,1783,10876,11302,16837,19975,8881
511,2020,4,23229,1522,9894,10003,15751,18462,7217
512,2020,1,23230,3116,12206,16565,21637,32127,18669
513,2020,2,23230,3150,10900,13800,21017,32161,19642
514,2020,3,23230,3120,11840,15310,22791,31726,17997
515,2020,4,23230,2352,11298,13782,21298,28195,15049
516,2020,1,23231,1557,7992,8537,11280,19697,11236
517,2020,2,23231,1639,7505,6898,10344,18425,10546
518,2020,3,23231,1698,8184,7530,11766,19572,10440
519,2020,4,23231,1567,8036,7454,11692,18553,9465
520,2020,1,23232,941,34797,15657,15309,20807,4456
521,2020,2,23232,1141,34127,15109,15268,20122,4353
522,2020,3,23232,1081,35928,15517,16444,21508,4814
523,2020,4,23232,807,34252,15157,16248,20718,4403
524,2020,1,23233,2855,50019,38063,39572,48485,17357
525,2020,2,23233,2748,43723,30208,37676,49007,17509
526,2020,3,23233,3049,47519,33461,40385,50347,16270
527,2020,4,23233,2720,45785,29462,37450,44457,14480
528,2020,1,23234,771,26168,22564,24155,35046,19841
529,2020,2,23234,785,21913,15668,21103,32129,20014
530,2020,3,23234,943,25381,18850,24118,33680,19104
531,2020,4,23234,792,24372,16688,22575,30400,18103
532,2020,1,23235,1142,8274,8171,11175,16892,11809
533,2020,2,23235,1028,7230,6288,9452,15431,11840
534,2020,3,23235,862,8609,7366,10969,16371,11497
535,2020,4,23235,822,8053,6717,10157,14682,9743
536,2020,1,23236,1931,21410,15366,19918,40747,20723
537,2020,2,23236,1681,21980,14385,18724,37694,19369
538,2020,3,23236,1713,22363,15408,19426,38147,18973
539,2020,4,23236,1359,20061,14282,18894,35099,16143
540,2020,1,23237,2328,23916,14482,14465,16951,5759
541,2020,2,23237,2370,24586,13142,14837,16479,5731
542,2020,3,23237,2280,25609,13962,15436,17067,5853
543,2020,4,23237,2071,23404,12777,14566,14800,4968
544,2020,1,23238,3049,9631,9599,12804,19167,11284
545,2020,2,23238,3295,9922,9337,12875,18541,11498
546,2020,3,23238,3067,10213,10714,13711,19345,11831
547,2020,4,23238,2171,10291,9912,13936,18353,10292
548,2020,1,23239,830,18756,12349,12700,12841,2885
549,2020,2,23239,756,16290,10015,12896,13178,2780
550,2020,3,23239,763,18184,11111,14112,13450,2953
551,2020,4,23239,797,16901,10146,13739,12562,2631
552,2020,1,23240,1750,45779,20611,20303,26740,8585
553,2020,2,23240,1837,42746,18630,19866,26519,8705
554,2020,3,23240,1799,43277,19304,20933,26968,8265
555,2020,4,23240,1585,39675,18181,20092,23372,7060
556,2020,1,23241,689,2969,2024,2757,5638,1709
557,2020,2,23241,827,2925,2136,2493,5418,1727
558,2020,3,23241,699,3227,2348,2753,5678,1887
559,2020,4,23241,573,2984,2069,2545,4989,1338
560,2020,1,23242,3869,61223,32719,38804,76888,25364
561,2020,2,23242,4099,57270,29630,35705,69127,25140
562,2020,3,23242,4129,58593,30878,37668,71506,23929
563,2020,4,23242,3484,53637,29440,36300,66154,21600
564,2020,1,23243,2126,23581,10016,15186,31554,9835
565,2020,2,23243,2465,23269,9130,13751,30630,9372
566,2020,3,23243,2568,22951,10050,14750,31858,9381
567,2020,4,23243,2162,22207,9428,13585,27864,8267
568,2020,1,23244,4438,106976,32845,39205,83591,41306
569,2020,2,23244,3783,98087,30096,35638,76219,36020
570,2020,3,23244,4249,104549,31843,35967,75535,34449
571,2020,4,23244,3763,97341,30075,37575,72158,30878
572,2020,1,23245,2270,41549,9045,9808,18708,6488
573,2020,2,23245,1989,39831,8080,9207,17450,6204
574,2020,3,23245,1859,42559,8331,9795,18101,6209
575,2020,4,23245,1512,40874,8035,9443,16147,5439
576,2020,1,23246,472,10168,9003,9118,12460,6138
577,2020,2,23246,491,8518,6428,7772,11047,5669
578,2020,3,23246,465,9678,7319,8569,11785,6189
579,2020,4,23246,421,8352,6420,7866,10955,5811
580,2020,1,23247,1177,41056,23287,25062,41132,22481
581,2020,2,23247,911,35395,15743,21067,36748,20883
582,2020,3,23247,1029,38626,18730,23527,38802,19835
583,2020,4,23247,816,35640,16027,22435,34705,18726
584,2020,1,23248,1078,25666,13526,18483,38377,14149
585,2020,2,23248,969,26038,11717,17370,33979,14007
586,2020,3,23248,859,27653,12946,19340,34704,12613
587,2020,4,23248,713,28364,12638,18654,31683,11020
588,2020,1,23249,1541,50226,16017,15311,23008,9958
589,2020,2,23249,1514,49183,13782,15918,21240,9593
590,2020,3,23249,1541,50390,15921,18384,22068,8498
591,2020,4,23249,1316,48724,14641,19079,20264,7356
592,2020,1,23250,1260,18710,8811,10738,22186,8239
593,2020,2,23250,1121,18145,7686,10465,19727,7345
594,2020,3,23250,1373,19293,8600,11318,21226,7343
595,2020,4,23250,1238,18884,8058,10258,19406,6506
596,2020,1,23251,9719,26589,24415,35514,60506,23956
597,2020,2,23251,10515,26409,22818,32803,56218,21808
598,2020,3,23251,9603,26919,24592,33466,57072,21633
599,2020,4,23251,7839,24904,23538,32933,50541,20640
600,2020,1,23252,2224,35789,27250,32676,43881,19644
601,2020,2,23252,2257,34403,24913,31504,41785,19277
602,2020,3,23252,2408,36860,28006,33656,42894,20374
603,2020,4,23252,2161,33962,25377,32627,38013,18238
604,2020,1,23253,1709,33509,16867,18350,29463,13220
605,2020,2,23253,1718,31925,15519,17589,27341,12978
606,2020,3,23253,1521,33815,16739,18594,28449,12896
607,2020,4,23253,1256,32203,15419,17938,25704,11380
608,2020,1,23254,402,5928,4598,5135,8247,4947
609,2020,2,23254,496,5985,4161,4826,8037,5210
610,2020,3,23254,521,6697,4272,4971,8354,4956
611,2020,4,23254,410,6056,3914,4625,7425,4130
612,2020,1,23255,418,9895,5925,7129,11056,5620
613,2020,2,23255,397,9438,4832,6743,10622,5634
614,2020,3,23255,382,9633,5585,7111,11205,5914
615,2020,4,23255,300,8735,4794,6514,9754,5136
616,2020,1,23256,995,12098,5788,6056,10275,4442
617,2020,2,23256,1238,10586,5063,6223,10130,4468
618,2020,3,23256,1295,11637,5447,6438,10373,4354
619,2020,4,23256,1273,10401,4797,5706,8907,3902
620,2020,1,23257,692,6014,4174,4148,6804,3441
621,2020,2,23257,703,5900,3835,4087,6560,3095
622,2020,3,23257,626,6461,4064,4544,6785,3246
623,2020,4,23257,520,5457,3588,4157,5608,2991
624,2020,1,23258,2958,51162,29209,33275,50888,23699
625,2020,2,23258,2471,48592,27587,33327,47758,24553
626,2020,3,23258,2292,51621,30251,34553,49320,24844
627,2020,4,23258,2024,50097,28519,33826,44459,21990
628,2020,1,23259,25308,192741,38936,41966,50711,30370
629,2020,2,23259,24760,178157,37432,41461,47070,31613
630,2020,3,23259,22378,185016,38827,41476,46992,30757
631,2020,4,23259,19507,172483,35650,37255,41453,26356
632,2020,1,23260,12813,137675,26752,30815,46577,21050
633,2020,2,23260,12381,128940,25980,30040,43152,19862
634,2020,3,23260,12228,131309,26492,30461,43365,19713
635,2020,4,23260,10290,121948,24991,28636,39345,17779
636,2020,1,23261,713,19707,8906,8679,14381,5116
637,2020,2,23261,668,17388,6944,8654,13400,4365
638,2020,3,23261,722,18937,7981,9240,13462,4695
639,2020,4,23261,619,17451,6870,8610,11968,3948
640,2020,1,23262,1712,27585,20325,21443,39415,19979
641,2020,2,23262,1656,23509,14574,19727,36375,16815
642,2020,3,23262,1530,26129,16271,21007,37067,16883
643,2020,4,23262,1416,24174,14737,19257,33606,15375
644,2020,1,23263,3023,48987,50011,51568,84113,49906
645,2020,2,23263,2960,43012,36957,45735,73515,48282
646,2020,3,23263,2778,45699,41801,51231,78623,48569
647,2020,4,23263,2866,43134,37867,47716,69830,45472
648,2020,1,23264,1800,26564,19338,18105,26949,13682
649,2020,2,23264,1581,24904,16485,17281,24789,14284
650,2020,3,23264,1785,27417,18271,19546,26019,14351
651,2020,4,23264,1643,25731,16140,17688,22947,12754
652,2020,1,23265,1884,29663,27305,33653,50297,21232
653,2020,2,23265,1668,26674,24313,31658,45588,21088
654,2020,3,23265,1881,28031,26571,33540,48089,21272
655,2020,4,23265,1576,26265,24549,31433,41728,19162
656,2020,1,23266,95,7913,2650,3160,4255,2702
657,2020,2,23266,80,7435,2667,3157,4149,2468
658,2020,3,23266,71,7840,2815,3234,4182,2549
659,2020,4,23266,59,6483,2323,2666,3474,1949
660,2020,1,23267,32,3627,1077,1039,1181,682
661,2020,2,23267,24,3835,1058,1039,1232,634
662,2020,3,23267,38,4058,1244,1201,1398,719
663,2020,4,23267,18,3224,1204,1051,1238,612
664,2020,1,23268,2212,37486,10344,13550,22224,9438
665,2020,2,23268,2070,35167,10094,13073,19199,8256
666,2020,3,23268,2139,36095,11082,14111,21122,8560
667,2020,4,23268,2236,34096,10480,13542,19252,7896
668,2020,1,23269,1439,44208,13791,17785,36389,11071
669,2020,2,23269,1026,42396,13333,17555,34712,9842
670,2020,3,23269,1004,44690,14509,18763,37185,10440
671,2020,4,23269,1042,42742,14192,18192,35562,9829
672,2020,1,23270,380,12394,4409,4475,5359,2723
673,2020,2,23270,521,11957,4181,4527,5308,2892
674,2020,3,23270,601,12637,4481,4704,5494,3125
675,2020,4,23270,505,10511,3753,4040,4687,2648
676,2020,1,23271,2363,22191,5944,6381,9573,4145
677,2020,2,23271,2472,23189,5593,6358,9675,3887
678,2020,3,23271,2724,23594,6162,6629,10233,3950
679,2020,4,23271,2620,21518,5854,6474,8876,3401
680,2020,1,23272,671,8886,3980,5691,11493,4037
681,2020,2,23272,695,8641,3893,5578,10693,4059
682,2020,3,23272,756,9483,4093,5665,11157,4937
683,2020,4,23272,525,8468,4061,5398,10013,4059
684,2020,1,23273,1210,8675,4350,5114,6983,2987
685,2020,2,23273,1270,8312,4513,5016,6961,2884
686,2020,3,23273,1381,9164,4737,5021,7421,3336
687,2020,4,23273,1191,8395,4084,4379,6358,2980
688,2020,1,23274,168,1467,1024,1148,1444,726
689,2020,2,23274,277,1482,1061,1153,1381,739
690,2020,3,23274,258,1639,1298,1167,1384,712
691,2020,4,23274,160,1303,1082,1067,1103,562
692,2020,1,23275,4953,53539,22866,25099,43198,18011
693,2020,2,23275,4549,50239,21080,24705,39984,17240
694,2020,3,23275,4490,50482,21500,25116,40890,17017
695,2020,4,23275,3874,48661,20735,23887,38082,15712
696,2020,1,23276,5073,64109,27194,32332,51375,21183
697,2020,2,23276,4636,60686,25845,31498,48839,20161
698,2020,3,23276,4704,61348,26515,30581,48338,20359
699,2020,4,23276,3622,57359,25115,28807,43669,18569
700,2020,1,23277,14268,53669,23313,27591,49120,15850
701,2020,2,23277,14663,50848,23468,26841,47432,14859
702,2020,3,23277,13695,51639,23600,27102,47400,15339
703,2020,4,23277,12093,46741,22006,26221,41003,13180
704,2020,1,23278,1537,14346,8898,12925,25030,10369
705,2020,2,23278,1710,13643,8747,13062,23652,9811
706,2020,3,23278,1673,14778,9161,12859,23972,10820
707,2020,4,23278,1290,13124,8397,12561,22068,9650
708,2020,1,23279,3405,29732,9076,9540,14002,5532
709,2020,2,23279,3613,28250,8807,9400,12713,5384
710,2020,3,23279,3698,30353,9155,9616,13873,5691
711,2020,4,23279,3496,28676,8057,8986,12015,5044
712,2020,1,23280,17920,38096,22529,25744,44691,20437
713,2020,2,23280,16188,34788,21678,23976,39878,17392
714,2020,3,23280,15998,34811,21980,24313,42538,19674
715,2020,4,23280,15264,31990,20325,22388,37102,17362
716,2020,1,23281,4802,125029,38148,42645,96379,31269
717,2020,2,23281,4286,119464,36462,42016,90394,28214
718,2020,3,23281,4413,124438,38070,42531,93079,29320
719,2020,4,23281,3836,117702,34861,40885,84542,26103
720,2020,1,23282,6309,102013,29539,34090,66533,28253
721,2020,2,23282,5836,95579,28192,32821,60676,25206
722,2020,3,23282,5935,98523,29380,33567,63036,25581
723,2020,4,23282,5483,90481,27159,31349,59018,23490
724,2020,1,23283,13217,24291,21615,26197,41381,18322
725,2020,2,23283,13162,23044,21332,26890,38532,16959
726,2020,3,23283,12570,23752,21908,27805,39145,17811
727,2020,4,23283,11722,21702,20438,24611,32939,15085
728,2020,1,23284,24237,35393,33416,42271,71774,28378
729,2020,2,23284,25658,34980,33596,41092,67478,27176
730,2020,3,23284,22778,34314,32612,40002,65693,26354
731,2020,4,23284,19692,31323,29804,36473,57413,22929
732,2020,1,23285,2442,35427,25235,30731,49788,24125
733,2020,2,23285,2121,33174,23627,28829,46703,23172
734,2020,3,23285,2093,32475,22421,26782,43096,22307
735,2020,4,23285,1801,30018,19570,22980,37612,17414
736,2020,1,23286,1279,47586,22540,25518,42642,15722
737,2020,2,23286,1188,45422,21232,24369,40338,13938
738,2020,3,23286,1320,49086,21856,24625,42030,13787
739,2020,4,23286,1170,48287,21155,22789,37808,11332
740,2020,1,23287,37402,88638,41066,45466,59213,39448
741,2020,2,23287,38216,86827,40428,44476,56029,40013
742,2020,3,23287,34602,84733,39317,42976,53489,37717
743,2020,4,23287,29223,78341,36285,39122,47713,32947
744,2020,1,23288,11719,62845,25108,26861,32887,18585
745,2020,2,23288,12385,57347,24791,26472,29599,18617
746,2020,3,23288,11794,58689,25003,26418,31071,18933
747,2020,4,23288,10296,53126,23244,23659,26797,16736
748,2020,1,23289,2028,39114,9997,10977,20771,8822
749,2020,2,23289,1810,37011,9661,10900,19032,8161
750,2020,3,23289,2139,39669,9747,11396,19799,8174
751,2020,4,23289,1985,37839,9382,10246,17603,7431
752,2020,1,23290,1467,17185,13117,15704,22988,10612
753,2020,2,23290,1373,16652,13135,15160,22449,10246
754,2020,3,23290,1286,17476,13616,15842,22983,10347
755,2020,4,23290,1098,16455,12928,14537,19815,9589
756,2020,1,23291,2765,45097,21627,22577,47339,16250
757,2020,2,23291,2642,44743,19716,22295,45542,16694
758,2020,3,23291,2601,46458,21053,23663,47646,16641
759,2020,4,23291,2534,43887,20089,22823,44735,16829
760,2020,1,23292,407,9595,4842,5254,8687,5108
761,2020,2,23292,526,9443,4791,5382,8918,5264
762,2020,3,23292,629,10130,4918,5793,9850,4830
763,2020,4,23292,396,9188,4494,5175,8070,4321
764,2020,1,23293,421,8025,4206,4953,9129,3270
765,2020,2,23293,562,7786,3976,4774,8680,3335
766,2020,3,23293,504,8140,4335,5006,8915,3498
767,2020,4,23293,531,7114,4048,4613,7733,2945
768,2020,1,23294,3049,37124,15140,17104,33165,12951
769,2020,2,23294,3114,37868,15287,17262,32993,13410
770,2020,3,23294,3172,38092,15257,17504,33543,13201
771,2020,4,23294,3240,36206,14738,16949,30396,12713
772,2020,1,23295,1104,21506,12053,13276,28065,8990
773,2020,2,23295,1019,20834,11597,13839,27197,8144
774,2020,3,23295,752,19313,10892,11954,24084,6842
775,2020,4,23295,594,18005,9473,11055,21241,5929
776,2020,1,23296,608,22093,10813,12141,19782,7822
777,2020,2,23296,725,21028,10248,11543,18700,7994
778,2020,3,23296,628,21917,10380,11838,18950,7957
779,2020,4,23296,580,20530,10355,11462,17267,6946
780,2020,1,23297,1219,19027,8665,9069,13491,5915
781,2020,2,23297,961,17873,8268,8672,12679,5922
782,2020,3,23297,1198,18854,8260,8956,13152,5535
783,2020,4,23297,1135,18085,8346,8765,11875,5197
784,2020,1,23298,571,10527,5272,6909,16518,4354
785,2020,2,23298,621,9632,5039,6775,15277,4085
786,2020,3,23298,653,10168,5204,6438,15035,4390
787,2020,4,23298,468,9325,4778,6652,14199,3771
788,2020,1,23299,1092,19061,5233,6104,9715,3574
789,2020,2,23299,953,18660,5034,6019,9405,3414
790,2020,3,23299,1136,19129,5186,5914,9747,3252
791,2020,4,23299,971,18161,5080,5384,8867,2888
792,2020,1,23300,631,19489,13139,15493,20630,8440
793,2020,2,23300,698,17990,11412,14678,18813,7729
794,2020,3,23300,645,19202,13220,15850,20175,8199
795,2020,4,23300,563,18268,12030,15026,18770,6652
796,2020,1,23301,379,16611,8985,9808,15355,5888
797,2020,2,23301,420,15402,7906,9111,13337,5371
798,2020,3,23301,426,16430,8958,10446,14131,5356
799,2020,4,23301,364,15006,8504,10008,13174,4431
800,2020,1,23302,1721,41824,11059,11862,21056,9516
801,2020,2,23302,1728,39104,10369,11370,19512,8715
802,2020,3,23302,1492,41682,10834,12042,20985,8390
803,2020,4,23302,1422,38216,9864,10979,18391,7282
804,2020,1,23303,863,10362,5145,5954,12111,4310
805,2020,2,23303,908,9594,4839,5830,11414,4014
806,2020,3,23303,957,10382,4999,6343,12457,3977
807,2020,4,23303,888,9165,4673,5667,10016,3592
808,2020,1,23304,1502,22986,10954,14697,34255,10430
809,2020,2,23304,1242,21420,10872,14154,33390,9797
810,2020,3,23304,1336,22364,11147,14876,35072,9797
811,2020,4,23304,1106,21288,10848,14073,31208,8720
812,2020,1,23305,15970,59756,22239,26114,36945,22042
813,2020,2,23305,14950,56656,21458,25557,33386,19883
814,2020,3,23305,14801,59397,21573,25063,35001,20689
815,2020,4,23305,13033,55604,20198,23684,32195,19269
816,2020,1,23306,11331,47165,19652,22981,31106,14002
817,2020,2,23306,11536,46850,20044,22409,29249,13328
818,2020,3,23306,11003,47477,20992,23022,29769,13329
819,2020,4,23306,8807,45566,20186,22376,26973,12008
820,2020,1,23307,4638,45342,30802,32497,54444,27890
821,2020,2,23307,4138,43204,27439,35202,50309,25927
822,2020,3,23307,4090,46900,31907,39053,51012,25638
823,2020,4,23307,3047,43575,30862,36348,47279,22616
824,2020,1,23308,4355,30671,24293,30394,45682,21400
825,2020,2,23308,3908,28872,20860,29398,43136,20628
826,2020,3,23308,4002,32694,23566,32116,45409,20697
827,2020,4,23308,3283,29961,21630,30321,41023,18217
828,2020,1,23309,2239,17394,18250,24770,39648,14598
829,2020,2,23309,2017,16469,17050,24123,38442,14019
830,2020,3,23309,1979,17743,18740,25458,40152,14494
831,2020,4,23309,1592,17197,17865,24893,36366,12578
832,2020,1,23310,4063,92208,26373,25606,42358,18600
833,2020,2,23310,4509,92983,24980,25488,40666,18600
834,2020,3,23310,4349,101156,27057,27611,43441,18702
835,2020,4,23310,4162,95905,26023,26915,39564,16499
836,2020,1,23311,3679,56168,26060,26427,37558,15169
837,2020,2,23311,3802,55792,22810,25721,35115,14515
838,2020,3,23311,3839,58692,24639,26915,37057,14490
839,2020,4,23311,3527,53650,24286,26064,32945,12827
840,2020,1,23312,3492,64254,26531,30269,62398,19724
841,2020,2,23312,3487,61196,24602,28785,58950,18823
842,2020,3,23312,3138,63847,25969,30185,62489,18643
843,2020,4,23312,2985,60093,24781,29368,57671,16614
844,2020,1,23313,2088,39336,16614,19507,51129,14806
845,2020,2,23313,2370,37271,15651,19022,48759,14374
846,2020,3,23313,2384,38289,15828,19751,52435,14800
847,2020,4,23313,2057,36505,14904,19945,48975,13097
848,2020,1,23314,3841,62608,27714,31974,58296,22283
849,2020,2,23314,3924,60099,25202,31175,56500,20279
850,2020,3,23314,3610,65017,28028,32442,57289,19578
851,2020,4,23314,3217,63252,25841,31649,54803,17681
852,2020,1,23315,2742,39153,19770,21422,41060,14801
853,2020,2,23315,2601,37273,17935,20961,38794,13560
854,2020,3,23315,2479,41159,19082,21189,39615,13164
855,2020,4,23315,2398,39358,18420,21006,36848,11278
856,2020,1,23316,2194,18336,10318,11407,18533,6019
857,2020,2,23316,2311,17270,9944,11712,17600,6306
858,2020,3,23316,2295,17815,10975,12329,18932,6149
859,2020,4,23316,1849,17279,10142,11328,16568,5304
860,2020,1,23317,3530,35941,18189,20960,33634,12517
861,2020,2,23317,3820,35597,16914,19749,31912,13711
862,2020,3,23317,3471,37295,17525,20402,31457,12583
863,2020,4,23317,2806,35803,17267,19747,28030,11209
864,2020,1,23318,6838,49758,28369,31145,50958,19868
865,2020,2,23318,7209,48835,27327,31203,50314,20194
866,2020,3,23318,6828,48930,28156,31318,49588,19512
867,2020,4,23318,6130,47065,27480,31090,45548,17302
868,2020,1,23319,7309,65653,28617,30223,47148,18974
869,2020,2,23319,8128,62866,28080,30148,45729,18629
870,2020,3,23319,7583,63584,28451,30189,44722,18395
871,2020,4,23319,7564,60655,27350,29380,40561,16702
872,2020,1,23320,567,2363,1151,1645,3813,2127
873,2020,2,23320,431,2267,1042,1588,3846,2085
874,2020,3,23320,525,2399,1097,1716,4013,2073
875,2020,4,23320,405,2252,1051,1572,3339,1657
876,2020,1,23321,4365,54114,23998,26479,50284,20349
877,2020,2,23321,5004,51995,23594,28787,50121,19962
878,2020,3,23321,5067,53589,24049,28923,49210,19106
879,2020,4,23321,4393,52573,22932,27796,47295,16382
880,2020,1,23322,886,10950,6326,6872,13651,3101
881,2020,2,23322,832,10732,6325,6792,13738,3469
882,2020,3,23322,1011,12008,6110,6821,13773,3269
883,2020,4,23322,1113,11610,6114,6965,12819,2690
884,2020,1,23323,5567,32120,13824,18461,33913,19046
885,2020,2,23323,5203,30232,13235,17422,32511,17408
886,2020,3,23323,4840,32853,14001,18158,32160,17216
887,2020,4,23323,3971,31951,14392,18448,31991,15547
